"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"11","Slippery James Comey, the worst FBI Director in history, was not fired because of the phony Russia investigation wh… https://t.co/iJO4tejdw6",FALSE,88700,NA,2018-04-18 12:05:42,TRUE,NA,"986576502358671361",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21285,FALSE,FALSE,NA,NA,1,1,1,0,0,0,0,1,1,1
"12","Mike Pompeo met with Kim Jong Un in North Korea last week. Meeting went very smoothly and a good relationship was f… https://t.co/5zMrs47vF3",FALSE,94328,NA,2018-04-18 10:42:23,TRUE,NA,"986555533535731712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24892,FALSE,FALSE,NA,NA,0,1,0,0,1,0,1,1,0,1
"13","A sketch years later about a nonexistent man. A total con job, playing the Fake News Media for Fools (but they know… https://t.co/EcZ0Hs5IJg",FALSE,57142,NA,2018-04-18 10:08:50,TRUE,NA,"986547093610299392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17104,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,1,1
"14","There is a Revolution going on in California. Soooo many Sanctuary areas want OUT of this ridiculous, crime infeste… https://t.co/hNQmJXQ0Zz",FALSE,106696,NA,2018-04-18 09:59:07,TRUE,NA,"986544648477868032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",27483,FALSE,FALSE,NA,NA,3,2,1,1,1,1,1,1,3,2
"15","While Japan and South Korea would like us to go back into TPP, I don’t like the deal for the United States. Too man… https://t.co/IYwJhsGNsF",FALSE,74040,NA,2018-04-18 02:49:28,TRUE,NA,"986436520444866560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17613,FALSE,FALSE,NA,NA,0,1,0,0,1,0,1,3,0,3
"16","Pastor Andrew Brunson, a fine gentleman and Christian leader in the United States, is on trial and being persecuted… https://t.co/NCEchahdPc",FALSE,80238,NA,2018-04-18 02:32:04,TRUE,NA,"986432143189512192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19990,FALSE,FALSE,NA,NA,0,0,0,0,1,0,0,4,0,4
"17","It is my great honor to host @JPN_PMO @AbeShinzo! https://t.co/QxMpCGRycF",FALSE,39431,NA,2018-04-18 02:26:57,FALSE,NA,"986430856750395392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",9444,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,1,0,1
"18",".@FLOTUS Melania and I join the Nation in celebrating the life of Barbara Bush: https://t.co/4OW72iddQx",FALSE,42441,NA,2018-04-18 02:23:58,FALSE,NA,"986430103075868672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",8544,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0
"19","States and Cities throughout our Country are being cheated and treated so badly by online retailers. Very unfair to… https://t.co/CSLMfhPLLq",FALSE,66180,NA,2018-04-17 22:59:20,TRUE,NA,"986378606606737408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",13840,FALSE,FALSE,NA,NA,1,0,1,0,0,2,0,0,2,0
"20","....Congress – House and Senate must quickly pass a legislative fix to ensure violent criminal aliens can be remove… https://t.co/lwGag991ch",FALSE,51998,"realDonaldTrump",2018-04-17 21:34:23,TRUE,"986357228306354178","986357230219022342","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",12662,FALSE,FALSE,NA,NA,3,0,3,3,0,1,1,2,3,0
"21","Today’s Court decision means that Congress must close loopholes that block the removal of dangerous criminal aliens… https://t.co/6W1sRzLH1f",FALSE,62831,NA,2018-04-17 21:34:23,TRUE,NA,"986357228306354178",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15304,FALSE,FALSE,NA,NA,2,1,2,3,0,0,0,1,3,0
"22","Welcome Prime Minister Abe! https://t.co/538EYyfWDq",FALSE,55897,NA,2018-04-17 20:45:36,FALSE,NA,"986344953134673922",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14268,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,1
"23","Rasmussen just came out at 51% Approval despite the Fake News Media. They were one of the three most accurate on El… https://t.co/PccBDzTejl",FALSE,75254,NA,2018-04-17 17:59:39,TRUE,NA,"986303188587425794",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18106,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,1,1,2
"24","Getting ready to meet Prime Minister Abe of Japan, a truly fine gentleman!",FALSE,65673,NA,2018-04-17 17:51:52,FALSE,NA,"986301228337508354",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",10319,FALSE,FALSE,NA,NA,0,1,0,0,0,0,0,1,0,2
"25","So many people are seeing the benefits of the Tax Cut Bill. Everyone is talking, really nice to see!",FALSE,83109,NA,2018-04-17 12:24:36,FALSE,NA,"986218871991492608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15211,FALSE,FALSE,NA,NA,0,0,0,0,0,1,0,0,1,0
"26","Looks like Jerry Brown and California are not looking for safety and security along their very porous Border. He ca… https://t.co/ngO5hLiIWx",FALSE,62997,NA,2018-04-17 12:24:36,TRUE,NA,"986218870506754048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15153,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0
"27","I am in Florida and looking forward to my meeting with Prime Minister Abe of Japan. Working on Trade and Military Security.",FALSE,62116,NA,2018-04-17 12:24:35,FALSE,NA,"986218867780448261",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",11674,FALSE,FALSE,NA,NA,0,0,0,1,0,0,0,1,0,3
"28","Employment is up, Taxes are DOWN. Enjoy!",FALSE,120174,NA,2018-04-17 12:24:34,FALSE,NA,"986218862625648640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24256,FALSE,FALSE,NA,NA,0,1,0,0,1,0,0,1,0,1
"29","Russia and China are playing the Currency Devaluation game as the U.S. keeps raising interest rates. Not acceptable!",FALSE,96398,NA,2018-04-16 12:31:02,FALSE,NA,"985858100149309441",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21418,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,2
"30","Comey drafted the Crooked Hillary exoneration long before he talked to her (lied in Congress to Senator G), then ba… https://t.co/X4GPSNm0KK",FALSE,111156,NA,2018-04-16 12:25:19,TRUE,NA,"985856662866202624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",28743,FALSE,FALSE,NA,NA,0,1,1,0,0,0,0,1,0,0
"31","Just hit 50% in the Rasmussen Poll, much higher than President Obama at same point. With all of the phony stories a… https://t.co/J2tMvPcCtK",FALSE,140518,NA,2018-04-15 14:44:30,TRUE,NA,"985529299905187840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",29703,FALSE,FALSE,NA,NA,2,0,1,0,0,0,0,2,2,1
"32","Slippery James Comey, a man who always ends up badly and out of whack (he is not smart!), will go down as the WORST… https://t.co/YSTiN7oLWq",FALSE,98375,NA,2018-04-15 13:07:10,TRUE,NA,"985504808646971392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22397,FALSE,FALSE,NA,NA,0,0,0,0,0,1,0,0,2,0
"33","Attorney Client privilege is now a thing of the past. I have many (too many!) lawyers and they are probably wonderi… https://t.co/pnYvIGR8Tw",FALSE,102115,NA,2018-04-15 12:56:13,TRUE,NA,"985502053345751040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24010,FALSE,FALSE,NA,NA,1,0,0,1,0,0,0,1,0,1
"34","I never asked Comey for Personal Loyalty. I hardly even knew this guy. Just another of his many lies. His “memos” are self serving and FAKE!",FALSE,101385,NA,2018-04-15 12:32:16,FALSE,NA,"985496023555608576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22341,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,2,1,1
"35","The Syrian raid was so perfectly carried out, with such precision, that the only way the Fake News Media could deme… https://t.co/PVFzvasea5",FALSE,114644,NA,2018-04-15 12:19:42,TRUE,NA,"985492862958698497",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24035,FALSE,FALSE,NA,NA,1,0,0,1,0,0,1,0,2,1
"36","Comey throws AG Lynch “under the bus!” Why can’t we all find out what happened on the tarmac in the back of the pla… https://t.co/54vPnoqxsl",FALSE,101064,NA,2018-04-15 12:08:03,TRUE,NA,"985489930343321600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",26542,FALSE,FALSE,NA,NA,1,0,1,1,0,1,0,0,1,0
"37","The big questions in Comey’s badly reviewed book aren’t answered like, how come he gave up Classified Information (… https://t.co/rTrDHRqD5S",FALSE,100282,NA,2018-04-15 11:57:14,TRUE,NA,"985487209510948864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",27651,FALSE,FALSE,NA,NA,0,0,0,0,0,1,0,0,1,1
"38","Unbelievably, James Comey states that Polls, where Crooked Hillary was leading, were a factor in the handling (stup… https://t.co/0WH4arK3ft",FALSE,105867,NA,2018-04-15 11:42:33,TRUE,NA,"985483513704124416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",27557,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,1,0,0
"39","So proud of our great Military which will soon be, after the spending of billions of fully approved dollars, the fi… https://t.co/kZ5qqY35s1",FALSE,160049,NA,2018-04-14 12:29:48,TRUE,NA,"985133017256660995",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",30422,FALSE,FALSE,NA,NA,0,1,0,1,1,0,0,2,0,2
"40","A perfectly executed strike last night. Thank you to France and the United Kingdom for their wisdom and the power o… https://t.co/oIPJVo3zQn",FALSE,199454,NA,2018-04-14 12:21:00,TRUE,NA,"985130802668294144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",43644,FALSE,FALSE,NA,NA,1,0,0,0,0,0,0,2,1,2
"41","https://t.co/6VLQYAlcto",FALSE,103170,NA,2018-04-14 01:31:56,FALSE,NA,"984967457315139586",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",36633,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0
"42","DOJ just issued the McCabe report - which is a total disaster. He LIED! LIED! LIED! McCabe was totally controlled b… https://t.co/gK2Zjw6HyE",FALSE,126442,NA,2018-04-13 19:36:27,TRUE,NA,"984877999718895616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",36646,FALSE,FALSE,NA,NA,1,0,1,1,0,1,1,0,1,0
"43","We are bringing back our factories, we are bringing back our jobs, and we are bringing back those four beautiful wo… https://t.co/nxiHk4sZZr",FALSE,110510,NA,2018-04-13 16:21:16,TRUE,NA,"984828878060335109",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","realDonaldTrump",25339,FALSE,FALSE,NA,NA,0,0,0,0,1,0,0,0,0,1
"44","....untruthful slime ball who was, as time has proven, a terrible Director of the FBI. His handling of the Crooked… https://t.co/GHQzyOWUT5",FALSE,142768,NA,2018-04-13 12:17:37,TRUE,NA,"984767560494313472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",35308,FALSE,FALSE,NA,NA,1,1,2,1,0,1,0,2,1,1
"45","James Comey is a proven LEAKER &amp; LIAR. Virtually everyone in Washington thought he should be fired for the terrible… https://t.co/qKF0zshrZy",FALSE,126863,NA,2018-04-13 12:01:47,TRUE,NA,"984763579210633216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",33390,FALSE,FALSE,NA,NA,1,1,2,1,0,1,0,1,2,0
"46","Tremendous pressure is building, like never before, for the Border Wall and an end to crime cradling Sanctuary Citi… https://t.co/WSvff6EI9G",FALSE,108360,NA,2018-04-13 11:44:51,TRUE,NA,"984759315046322177",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",23151,FALSE,FALSE,NA,NA,1,1,0,0,1,0,0,1,2,2
"47","Would only join TPP if the deal were substantially better than the deal offered to Pres. Obama. We already have BIL… https://t.co/OxSaor5rl3",FALSE,78419,NA,2018-04-13 03:15:16,TRUE,NA,"984631073865953280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16752,FALSE,FALSE,NA,NA,0,1,0,0,1,0,1,1,0,2
"48","America’s greatest treasure is our people – and my Administration HEARS YOUR VOICE and HAS YOUR BACK. We are fighti… https://t.co/rkCWxcovmg",FALSE,80861,NA,2018-04-12 19:03:57,TRUE,NA,"984507430909308929",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","realDonaldTrump",19953,FALSE,FALSE,NA,NA,0,1,0,0,1,0,0,1,0,1
"49","Thank you to all of the American workers who travelled here today! This event is dedicated to YOU: the hardworking… https://t.co/SQmpmS7Rvs",FALSE,65232,NA,2018-04-12 18:32:30,TRUE,NA,"984499517805486082",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","realDonaldTrump",14286,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0
"50","I have agreed with the historically cooperative, disciplined approach that we have engaged in with Robert Mueller (… https://t.co/yjSuYhmzJb",FALSE,82707,NA,2018-04-12 16:46:15,TRUE,NA,"984472778035417088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16738,FALSE,FALSE,NA,NA,0,1,0,0,1,0,0,3,0,3
"51","On Yom HaShoah we remember the six million Jews slaughtered in the Holocaust. With each passing year, our duty to r… https://t.co/yZ0pleVvDm",FALSE,65599,NA,2018-04-12 16:42:54,TRUE,NA,"984471933050937344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16874,FALSE,FALSE,NA,NA,1,0,1,1,0,1,0,0,1,0
"52","Good luck to Mike Pompeo during his Confirmation Hearing today. He will be a great Secretary of State!",FALSE,62322,"realDonaldTrump",2018-04-12 10:37:16,FALSE,"984374422587965440","984379918682394624","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",12420,FALSE,FALSE,NA,NA,0,2,0,1,2,0,2,2,1,2
"53","Never said when an attack on Syria would take place. Could be very soon or not so soon at all! In any event, the Un… https://t.co/drplEtWxNu",FALSE,113764,NA,2018-04-12 10:15:25,TRUE,NA,"984374422587965440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",25663,FALSE,FALSE,NA,NA,1,0,0,1,0,0,0,0,1,0
"54","California Governor Jerry Brown is doing the right thing and sending the National Guard to the Border. Thank you Je… https://t.co/yGcycH1xav",FALSE,85982,NA,2018-04-12 10:08:49,TRUE,NA,"984372760230154241",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14820,FALSE,FALSE,NA,NA,0,0,0,1,0,0,0,2,0,1
"55","If I wanted to fire Robert Mueller in December, as reported by the Failing New York Times, I would have fired him.… https://t.co/wi7FDNjqK7",FALSE,87228,NA,2018-04-12 10:03:46,TRUE,NA,"984371491277099010",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19234,FALSE,FALSE,NA,NA,1,1,0,2,0,1,0,0,1,0
"56","Big show tonight on @seanhannity! 9:00 P.M. on @FoxNews",FALSE,55534,NA,2018-04-12 00:48:39,FALSE,NA,"984231791103012864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",11153,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,1,0,0
"57","Honored to have Republican Congressional Leadership join me at the @WhiteHouse this evening. Lots to discuss as we… https://t.co/83tJjXjGKf",FALSE,57792,NA,2018-04-11 22:59:42,TRUE,NA,"984204373105442816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",11151,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,1
"58","“Trump just took a giant step towards actual welfare reform” https://t.co/LQlACDDLug",FALSE,69340,NA,2018-04-11 19:47:07,FALSE,NA,"984155907251687424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16370,FALSE,FALSE,NA,NA,0,0,0,1,0,0,1,0,0,2
"59","The @WhiteHouse is partnering with @Interior and @NatlParkService to bring the @NSCsafety's “Prescribed to Death” O… https://t.co/MdAenfaoTX",FALSE,35699,NA,2018-04-11 15:47:46,TRUE,NA,"984095671262367744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",8587,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0
"60","Speaker Paul Ryan is a truly good man, and while he will not be seeking re-election, he will leave a legacy of achi… https://t.co/ijIKo4oSgl",FALSE,61580,NA,2018-04-11 13:50:23,TRUE,NA,"984066131303583746",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",9911,FALSE,FALSE,NA,NA,0,1,0,0,1,1,2,1,1,1
"61","Much of the bad blood with Russia is caused by the Fake &amp; Corrupt Russia Investigation, headed up by the all Democr… https://t.co/eA1AtTPv49",FALSE,97798,NA,2018-04-11 13:00:23,TRUE,NA,"984053549742067712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",26758,FALSE,FALSE,NA,NA,1,1,1,1,0,1,0,0,3,0
"62","Our relationship with Russia is worse now than it has ever been, and that includes the Cold War. There is no reason… https://t.co/5k5Xu5QBgg",FALSE,125597,NA,2018-04-11 11:37:56,TRUE,NA,"984032798821568513",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",32590,FALSE,FALSE,NA,NA,0,0,0,2,0,1,0,0,3,1
"63","Russia vows to shoot down any and all missiles fired at Syria. Get ready Russia,  because they will be coming, nice… https://t.co/tFXJAYDnOh",FALSE,173326,NA,2018-04-11 10:57:30,TRUE,NA,"984022625440747520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",66865,FALSE,FALSE,NA,NA,1,2,0,1,0,0,0,0,1,0
"64","....doing things that nobody thought possible, despite the never ending and corrupt Russia Investigation, which tak… https://t.co/UWNTYIUvlU",FALSE,76037,NA,2018-04-11 10:47:37,TRUE,NA,"984020136255541248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17892,FALSE,FALSE,NA,NA,0,2,0,0,0,0,0,0,1,0
"65","So much Fake News about what is going on in the White House. Very calm and calculated with a big focus on open and… https://t.co/I7oFa69R7G",FALSE,69320,NA,2018-04-11 10:38:42,TRUE,NA,"984017894240604161",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16174,FALSE,FALSE,NA,NA,0,1,0,0,1,0,0,1,1,3
"66","The Failing New York Times wrote another phony story. It was political pundit Doug Schoen, not a Ukrainian business… https://t.co/aUCx9In8GT",FALSE,67152,NA,2018-04-11 10:30:19,TRUE,NA,"984015782521835521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17028,FALSE,FALSE,NA,NA,2,1,1,1,0,1,0,0,2,0
"67","Today, it was my great honor to welcome the 2017 NCAA Football National Champion, Alabama Crimson Tide - to the Whi… https://t.co/7XFdpF69XP",FALSE,79969,NA,2018-04-10 21:49:56,TRUE,NA,"983824424532144128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16574,FALSE,FALSE,NA,NA,0,2,0,0,2,0,0,2,0,3
"68","Very thankful for President Xi of China’s kind words on tariffs and automobile barriers...also, his enlightenment o… https://t.co/rV24pPsGjV",FALSE,106388,NA,2018-04-10 18:30:38,TRUE,NA,"983774270886236161",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22524,FALSE,FALSE,NA,NA,1,0,0,0,3,0,0,3,1,4
"69","Last night, it was my great honor to host America’s senior defense and military leaders for dinner at the White Hou… https://t.co/sa6xgJOMsX",FALSE,87708,NA,2018-04-10 13:30:35,TRUE,NA,"983698762760704000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19513,FALSE,FALSE,NA,NA,1,2,0,2,1,0,0,2,0,4
"70","A TOTAL WITCH HUNT!!!",FALSE,122892,NA,2018-04-10 11:08:18,FALSE,NA,"983662953894436864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",31064,FALSE,FALSE,NA,NA,1,0,1,1,0,0,0,0,1,0
"71","Attorney–client privilege is dead!",FALSE,105280,NA,2018-04-10 11:07:58,FALSE,NA,"983662868540346371",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",27112,FALSE,FALSE,NA,NA,1,0,0,1,0,0,0,1,0,1
"72","Great @Cabinet meeting at the @WhiteHouse this morning! https://t.co/kzmfovwUeb https://t.co/7AgbwbFNuw",FALSE,53177,NA,2018-04-09 19:32:27,FALSE,NA,"983427438691708929",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",10492,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,0
"73","The Democrats are not doing what’s right for our country. I will not rest until we have secured our borders and res… https://t.co/Sa3HNQ2G35",FALSE,104753,NA,2018-04-09 19:17:39,TRUE,NA,"983423715332558848",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","realDonaldTrump",27106,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,1
"74","When a car is sent to the United States from China, there is a Tariff to be paid of 2 1/2%. When a car is sent to C… https://t.co/lKzX2101uS",FALSE,176653,NA,2018-04-09 10:03:16,TRUE,NA,"983284198046826496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",46856,FALSE,FALSE,NA,NA,1,0,1,0,0,0,0,1,1,1
"75","Congratulations to Patrick Reed on his great and courageous MASTERS win! When Patrick had his amazing win at Doral… https://t.co/ry4szk4uix",FALSE,92507,NA,2018-04-09 00:43:27,TRUE,NA,"983143317889323008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",12862,FALSE,FALSE,NA,NA,0,0,0,1,0,0,0,0,0,1
"76","If President Obama had crossed his stated Red Line In The Sand, the Syrian disaster would have ended long ago! Anim… https://t.co/blQl4xUQ49",FALSE,91707,NA,2018-04-08 13:12:57,TRUE,NA,"982969547283161090",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24949,FALSE,FALSE,NA,NA,1,1,1,1,0,1,1,1,1,1
"77","Our thoughts and prayers are with the four U.S. Marines from the 3rd Marine Aircraft Wing who lost their lives in y… https://t.co/lp2AMTXfwM",FALSE,87597,NA,2018-04-04 14:50:03,TRUE,NA,"981544432762802176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18143,FALSE,FALSE,NA,NA,0,0,0,0,0,1,0,1,1,0
"78","When you’re already $500 Billion DOWN, you can’t lose!",FALSE,88327,NA,2018-04-04 13:20:31,FALSE,NA,"981521901079146499",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18557,FALSE,FALSE,NA,NA,1,0,1,1,0,1,1,0,1,0
"79","We are not in a trade war with China, that war was lost many years ago by the foolish, or incompetent, people who r… https://t.co/E5TbG7MiGS",FALSE,144367,NA,2018-04-04 11:22:03,TRUE,NA,"981492087328792577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",37252,FALSE,FALSE,NA,NA,1,0,0,1,0,2,0,1,4,0
"80","Our Border Laws are very weak while those of Mexico &amp; Canada are very strong. Congress must change these Obama era,… https://t.co/fdAJq8zImx",FALSE,99716,NA,2018-04-04 11:19:28,TRUE,NA,"981491439233355776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24522,FALSE,FALSE,NA,NA,0,0,1,1,0,0,0,1,0,0
"81","Was just briefed on the shooting at YouTube’s HQ in San Bruno, California. Our thoughts and prayers are with everyb… https://t.co/9gGGgoGDUv",FALSE,109576,NA,2018-04-03 21:49:14,TRUE,NA,"981287536520847360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19968,FALSE,FALSE,NA,NA,1,0,0,1,0,0,0,0,1,0
"82","WE WILL PROTECT OUR SOUTHERN BORDER! https://t.co/Z7fqQKcnez",FALSE,84824,NA,2018-04-03 19:59:40,FALSE,NA,"981259962717388801",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","realDonaldTrump",21367,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,0,0,1
"83","Today, it was my honor to welcome Estonia President @KerstiKaljulaid, Lithuania President @Grybauskaite_LT, and Lat… https://t.co/2jWXvyGxRS",FALSE,45454,NA,2018-04-03 19:15:42,TRUE,NA,"981248899166932994",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","realDonaldTrump",9380,FALSE,FALSE,NA,NA,0,0,0,0,0,0,0,2,0,2
